svd_word_0,svd_word_1,svd_word_2,svd_word_3,svd_word_4,svd_word_5,svd_word_6,svd_word_7,svd_word_8,svd_word_9,svd_word_10,svd_word_11,svd_word_12,svd_word_13,svd_word_14,svd_word_15,svd_word_16,svd_word_17,svd_word_18,svd_word_19
0.766159171752,-0.124094692455,-0.0405816414894,-0.0531486789357,-0.021364757041,-0.117600730511,0.0838342633097,-0.134495209469,0.104146589594,-0.107105629076,-0.125879602997,-0.0431499576596,0.00271774420841,0.0422112561514,-0.0850150017121,-0.0981245322521,0.0756078317237,0.0869437575067,-0.0565654474747,0.0643956229825
0.687466266134,-0.128690512072,0.104389415387,-0.0526136545998,0.0361853529097,-0.0870272936141,0.0667580723542,-0.010475422359,-0.0569810500319,-0.0501181318727,0.0173878738437,-0.0111504263407,0.0653316668128,-0.00816661319167,-0.0261979384862,0.00354724966357,0.048853884999,0.0374835015057,-0.0279528565651,-0.0562057103883
0.718866264291,-0.0345917774377,0.037319136528,-0.0861194609995,0.0474873859831,-0.153719730998,0.0240161869785,-0.0512587309845,-0.116982654208,-0.106041509863,-0.00255114397844,0.04308884714,-0.0855235197742,0.0303569041423,0.0773843089896,-0.023847378874,-0.00303043110131,-0.032020297052,-0.00592685063694,0.0773210942294
0.365091572429,-0.0330961084312,-0.0656091386261,-0.0384578982268,-0.0498257367129,-0.0351119969795,-0.00443431299291,0.0411806532944,0.120746070755,0.0293302762179,-0.042727779689,-0.0321000441358,0.00939903383096,0.02993120326,0.00974101421301,-0.058630777347,0.0201742743084,-0.00718014851211,-0.0188641123488,-0.0351525531719
0.763243474831,-0.100176869971,-0.212692040802,0.0333323492311,-0.1182890992,0.0186766257032,-0.0853465016336,0.0269996006249,0.151319527102,-0.00516273604875,-0.0697086797398,-0.056504291182,-0.0767611021687,-0.0471529956694,0.0179327918625,-0.0214933263627,-0.00151737895525,0.012840384029,-0.00938563294655,-0.018613787562
0.668483975653,-0.0122728973941,-0.0524105219193,0.00838481967498,0.00369498345126,0.00393372285838,0.10948742378,-0.103841167269,0.0830453431756,-0.185595244259,-0.0227420081386,0.0604664183164,-0.0453320737295,-0.0597897862731,-0.016000305213,-0.0683312030239,0.122877784664,0.0360662349306,-0.0690526807168,0.00748355271214
0.694467297767,-0.117436658907,-0.0467970957066,-0.00904887274304,-0.0239693752877,-0.105755592995,-0.0552552228777,0.183499334098,-0.0539002570864,-0.0970857958196,0.0180682409742,-0.0756122145619,-0.0240054913097,-0.00926625593392,0.0603733141726,-0.0781534790233,0.0490443312916,-0.0342864053515,-0.0496123595946,-0.0125440911733
0.490756613595,0.00852458192327,-0.011237181314,0.0138624918824,0.0339945339817,-0.0711736500812,0.109628217214,0.0310535619552,-0.0150356396363,-0.0651124618437,-0.0411511480659,0.0106290334465,-0.0341945775972,0.0315033704787,-0.0348793065449,0.0409542501473,0.0676461126068,0.0268840527653,0.0509368789624,-0.117569486564
0.753296117394,-0.0515934242995,-0.27663472034,0.148580434353,-0.0699374199621,0.0842883333917,-0.0381761326171,-0.0211543431775,-0.0663663900058,0.0382200923623,0.065086244954,0.0507365308785,-0.114348606326,-0.0838762212284,-0.0182320360912,-0.0579721544396,-0.0715197143453,-0.0417117853776,-0.008361543937,0.0276446699273
0.674326430367,0.129597046311,-0.0712454351574,0.0417235577733,0.0253819843094,0.131556459712,0.0949759721446,-0.108675440499,-0.0619077885022,-0.148740815685,0.0194337834348,0.0394419462366,-0.0694227675805,0.0400543043454,0.0599712590467,-0.0855404719302,-0.0303958797977,-0.0521421012411,-0.0244922304121,0.0197461150149
