num_words,num_unique_words,num_chars,num_stopwords,num_punctuations,num_words_upper,num_words_title,mean_word_len,nb_tfidf_c_0,nb_tfidf_c_1,nb_tfidf_w_0,nb_tfidf_w_1,svd_word_0,svd_word_1,svd_word_2,svd_word_3,svd_word_4,svd_word_5,svd_word_6,svd_word_7,svd_word_8,svd_word_9,svd_word_10,svd_word_11,svd_word_12,svd_word_13,svd_word_14,svd_word_15,svd_word_16,svd_word_17,svd_word_18,svd_word_19,nb_countv_c_0,nb_countv_c_1,nb_countv_w_0,nb_countv_w_1
104946,3071,707720,31373,0,1493,26316,5.74365864349,0.698252097242,0.301747902758,0.99445902272,0.00554097728035,0.792260838976,-0.104221715662,-0.00295370306644,-0.129237666904,-0.14358306033,0.0606583101893,0.0397339314437,-0.105026865335,0.131300683953,0.121131486162,-0.110497251412,-0.0107037746053,-0.13523033307,-0.107881964376,-0.100250626625,-0.11561615455,0.0412192809787,-0.0047580292494,-0.0152445893724,0.0526036010481,1.0,1.44534337973e-50,0.0,1.0
94565,2914,636207,29116,0,2842,25488,5.72772167292,0.698433325711,0.301566674289,0.995828048281,0.00417195171919,0.723262606574,-0.179481211056,0.136249078017,-0.0268156711488,-0.0633153023395,0.091007992893,-0.0329099127202,-0.0121818134954,-0.0514099918729,-0.0545503966899,0.0352840934881,0.0147733952341,0.00583968668245,-0.00694369277583,-0.0163754614549,0.0160870992219,0.102584567815,0.00378058518947,0.0040518341954,0.00350461613546,1.0,3.47441804709e-193,0.0,1.0
148622,3274,1011280,46582,0,5004,32384,5.80437620272,0.698638681676,0.301361318324,0.99420147998,0.00579852002043,0.737097030306,-0.0565585513389,0.140453065567,-0.0805124674724,-0.222954167098,-0.00885926270273,-0.00676939254825,0.0885540038884,0.0176677785468,-0.0170327749556,0.114292673905,-0.121378662109,-0.0952616673394,-0.0120920375737,0.0938284250273,-0.0321425839521,-0.0587345316859,-0.053232699128,0.0300318899057,0.00595674027162,1.0,1.03326330637e-65,0.0,1.0
138704,2783,948951,40156,0,2003,40822,5.84155467759,0.69721813181,0.30278186819,0.962864262804,0.0371357371958,0.487533490916,-0.0274560828922,-0.0446708536739,-0.131432084641,0.127814131201,-0.0454959446156,0.100575987793,-0.108049388925,0.118175353903,0.0353976585465,-0.0901410004057,0.029220553992,0.0215263972768,0.0154180647971,-0.075287070358,-0.0971298006629,-0.0164183183237,-0.039058676288,0.0813944635598,0.116443073822,3.10849675883e-172,1.0,0.0,1.0
128603,2576,886796,37082,0,1315,35393,5.89560896713,0.698332561946,0.301667438054,0.995998747858,0.0040012521423,0.78356688575,-0.0363799488343,-0.183216736805,-0.0366804004287,0.110328523031,-0.123235580172,0.096399320579,-0.0737320737399,0.151182405178,0.0320640940645,-0.0177522997461,-0.0309139302134,-0.00113530512722,-0.00889920019896,0.0428709258043,0.0347113434819,0.000923843067565,0.00269222982141,-0.0261946906651,-8.38991245425e-05,5.31067093055e-16,1.0,0.0,1.0
123951,2591,834308,36956,0,2889,35588,5.73095013352,0.698261844731,0.301738155269,0.99116453545,0.00883546455,0.706516232587,0.0192795261832,-0.0192598919377,-0.0249393807659,-0.100203273084,0.0824641567359,-0.128789816152,-0.0783704839462,0.144191621836,0.084326679336,-0.0207035375983,-0.133127218394,-0.0938542674317,0.00464285397106,-0.0624187763654,-0.0509225671448,0.0476588134858,0.0140559281944,0.0340058182372,0.0354798865687,1.0,2.38889231373e-94,0.0,1.0
115482,2956,772538,36780,0,1816,27769,5.68968324068,0.697464037896,0.302535962104,0.99401313828,0.00598686172037,0.726968772997,-0.118484220065,-0.00279242342655,-0.0541540636389,0.0883738855091,0.00304064004943,0.1302593004,0.110268975581,0.0218275253736,-0.122371859854,0.0045594451712,-0.156949290276,-0.0452969191169,-0.0696180806587,-0.00738642662769,-0.149955865089,0.00529102985737,-0.0274196257335,0.0463012552347,0.0603962690889,3.17227267892e-133,1.0,0.0,1.0
274278,4113,1808174,87524,0,10890,84590,5.59248645535,0.698465873257,0.301534126743,0.978464836144,0.0215351638555,0.539728139156,0.033942337275,0.048529861877,-0.0394534528987,-0.0387111594313,0.144867869871,-0.000899920847213,0.0167960387699,-0.0192465264121,-0.0154527813404,0.0657573747391,-0.0279458676639,-0.0273709668829,0.0241178316799,0.0456810010927,0.162641952256,0.289573943195,-0.00787530266673,-0.161983953868,-0.0539998456544,3.95246242039e-317,1.0,0.0,1.0
206255,3255,1349769,67898,0,4780,55599,5.54417589877,0.697964619244,0.302035380756,0.994820461564,0.00517953843573,0.773152871693,0.0459181528311,-0.271860854831,0.123110151147,0.00201482887005,-0.0899638220907,-0.00894085587918,-0.00695568165132,0.0322043417527,-0.0199901273974,0.0981358810504,-0.0880298753324,0.00543593520924,0.110986398691,0.0757491409217,-0.0436133405397,-0.0585632511585,-0.0372430991435,0.058984810876,-0.0316848812512,1.0,8.18221098933e-42,0.0,1.0
205002,3801,1364229,61781,0,3992,60149,5.65471068575,0.698472445131,0.301527554869,0.987061369291,0.0129386307091,0.683832290941,0.192671594915,-0.00220519156748,0.0563811755085,-0.147745738445,-0.0482043245637,-0.210811381901,0.00419999685452,0.0956688863001,0.0362950020648,0.0826447027514,-0.169777182715,-0.115712070459,-0.0407397440535,0.0425991904599,-0.0569447494761,-0.0246018127714,-0.0847594073372,0.0487180969097,0.0100757210341,1.0,3.04312667378e-72,0.0,1.0
188519,3325,1278310,55029,0,2643,60602,5.78080193508,0.698658161077,0.301341838923,0.997262479174,0.0027375208262,0.792998802466,0.122057252942,-0.232141129331,0.152343137142,0.0974289956503,-0.100988434593,-0.0354334169019,0.0759827951813,-0.120870455804,0.176592214258,-0.0584186363671,-0.00722968275275,0.141981920883,-0.0482799796138,0.00889809195346,-0.00317310951907,0.0154982693423,0.0311280088484,-0.0473209482379,-0.04291145617,1.0,1.79140697276e-119,0.0,1.0
